order,avg length,B_time,BPlus_time,BStar_time
227,168877,6,5,6
228,168877,6,5,6
229,168877,6,5,6
230,168877,6,5,6
231,168877,6,5,6
232,168877,6,5,6
233,168877,6,5,6
234,168877,6,5,6
235,168877,6,5,6
236,168877,6,5,6
237,168877,6,5,6
238,168877,6,5,6
239,168877,6,5,6
240,168877,6,5,6
241,168877,6,5,6
242,168877,6,5,6
243,168877,6,5,6
244,168877,6,5,6
245,168877,6,5,6
246,168877,6,5,6
247,168877,6,5,6
248,168877,6,5,6
249,168877,6,5,6
250,168877,6,5,6
251,168877,6,5,6
252,168877,6,5,6
253,168877,6,5,6
254,168877,6,5,6
255,168877,6,5,6
256,168877,6,5,6
257,168877,6,5,6
258,168877,6,5,6
259,168877,6,5,6
260,168877,6,5,6
261,168877,6,5,6
262,168877,6,5,6
263,168877,6,5,6
264,168877,6,5,6
265,168877,6,5,6
266,168877,6,5,6
267,168877,6,5,6
268,168877,6,5,6
269,168877,6,5,6
270,168877,6,5,6
271,168877,6,5,6
272,168877,6,5,6
273,168877,6,5,6
274,168877,6,5,6
275,168877,6,5,6
276,168877,6,5,6
277,168877,6,5,6
278,168877,6,5,6
279,168877,6,5,6
280,168877,6,5,6
281,168877,6,5,6
282,168877,6,5,6
283,168877,6,5,6
284,168877,6,5,6
285,168877,6,5,6
286,168877,6,5,6
287,168877,6,5,6
288,168877,6,5,6
289,168877,6,5,6
290,168877,6,5,6
291,168877,6,5,6
292,168877,6,5,6
293,168877,6,5,6
294,168877,6,5,6
295,168877,6,5,6
296,168877,6,5,6
297,168877,6,5,6
298,168877,6,5,6
299,168877,6,5,6
300,168877,6,5,6
301,168877,6,5,6
302,168877,6,5,6
303,168877,6,5,6
304,168877,6,5,6
305,168877,6,5,6
306,168877,6,5,6
307,168877,6,5,6
308,168877,6,5,6
309,168877,6,5,6
310,168877,6,5,6
311,168877,6,5,6
312,168877,6,5,6
313,168877,6,5,6
314,168877,6,5,6
315,168877,6,5,6
316,168877,6,5,6
317,168877,6,5,6
318,168877,6,5,6
319,168877,6,5,6
320,168877,6,5,6
321,168877,6,5,6
322,168877,6,5,6
323,168877,6,5,6
324,168877,6,5,6
325,168877,6,5,6
326,168877,6,5,6
327,168877,6,5,6
328,168877,6,5,6
329,168877,6,5,6
330,168877,6,5,6
331,168877,6,5,6
332,168877,6,5,6
333,168877,6,5,6
334,168877,6,5,6
335,168877,6,5,6
336,168877,6,5,6
337,168877,6,5,6
338,168877,6,5,6
339,168877,6,5,6
340,168877,6,5,6
341,168877,6,5,6
342,168877,6,5,6
343,168877,6,5,6
344,168877,6,5,6
345,168877,6,5,6
346,168877,6,5,6
347,168877,6,5,6
348,168877,7,6,6
349,168877,6,5,6
350,168877,6,5,6
351,168877,6,5,6
352,168877,6,5,6
353,168877,6,5,6
354,168877,6,5,6
355,168877,6,5,6
356,168877,6,5,6
357,168877,6,5,6
358,168877,6,5,6
359,168877,6,5,6
360,168877,6,5,6
361,168877,6,5,6
362,168877,6,5,6
363,168877,6,5,6
364,168877,6,5,6
365,168877,6,5,6
366,168877,6,5,6
367,168877,6,5,6
368,168877,6,5,6
369,168877,6,5,6
370,168877,6,5,6
371,168877,6,5,6
372,168877,6,5,6
373,168877,6,5,6
374,168877,6,5,6
375,168877,6,5,6
376,168877,6,5,6
377,168877,6,5,6
378,168877,6,5,6
379,168877,6,5,6
380,168877,6,5,6
381,168877,6,5,6
382,168877,6,5,6
383,168877,6,5,6
384,168877,6,5,6
385,168877,6,5,6
386,168877,6,5,6
387,168877,6,5,6
388,168877,6,5,6
389,168877,6,5,6
390,168877,6,5,6
391,168877,6,5,6
392,168877,6,5,6
393,168877,6,5,6
394,168877,6,5,6
395,168877,6,5,6
396,168877,6,5,6
397,168877,6,5,6
398,168877,6,5,6
399,168877,6,5,6
400,168877,6,5,6
401,168877,6,5,6
402,168877,6,5,6
403,168877,6,5,6
404,168877,6,5,6
405,168877,6,5,6
406,168877,6,6,6
407,168877,6,5,6
408,168877,6,5,6
409,168877,6,5,6
410,168877,6,5,6
411,168877,6,5,6
412,168877,6,5,6
413,168877,6,5,6
414,168877,6,5,6
415,168877,6,5,6
416,168877,6,5,6
417,168877,6,5,6
418,168877,6,5,6
419,168877,6,5,6
420,168877,6,5,6
421,168877,6,5,6
422,168877,6,5,6
423,168877,6,5,6
424,168877,6,5,6
425,168877,6,5,6
426,168877,6,5,6
427,168877,6,5,6
428,168877,6,5,6
429,168877,6,5,6
430,168877,6,5,6
431,168877,6,5,6
432,168877,6,5,6
433,168877,6,5,6
434,168877,6,5,6
435,168877,6,5,6
436,168877,6,5,6
437,168877,6,5,6
438,168877,6,5,6
439,168877,6,5,6
440,168877,6,5,6
441,168877,6,5,6
442,168877,6,5,6
443,168877,6,5,6
444,168877,6,5,6
445,168877,6,5,6
446,168877,6,5,6
447,168877,6,5,6
448,168877,6,5,6
449,168877,6,5,6
450,168877,6,5,6
451,168877,6,5,6
452,168877,6,5,6
453,168877,6,5,6
454,168877,6,5,6
455,168877,6,5,6
456,168877,6,5,6
457,168877,6,5,6
458,168877,6,5,6
459,168877,6,5,6
460,168877,6,5,6
461,168877,6,5,6
462,168877,6,5,6
463,168877,6,5,6
464,168877,6,5,6
465,168877,6,5,6
466,168877,6,5,6
467,168877,6,5,6
468,168877,6,5,6
469,168877,6,5,6
470,168877,6,5,6
471,168877,6,5,6
472,168877,6,5,6
473,168877,6,5,6
474,168877,6,5,6
475,168877,6,5,6
476,168877,6,5,6
477,168877,6,5,6
478,168877,6,5,6
479,168877,6,5,6
480,168877,6,5,6
481,168877,6,5,6
482,168877,6,5,6
483,168877,6,5,6
484,168877,6,5,6
485,168877,6,5,6
486,168877,6,5,6
487,168877,6,5,6
488,168877,6,5,6
489,168877,6,5,6
490,168877,6,5,6
491,168877,6,5,6
492,168877,6,5,6
493,168877,6,5,6
494,168877,6,5,6
495,168877,6,5,6
496,168877,6,5,6
497,168877,6,5,6
498,168877,6,5,6
499,168877,6,5,6
500,168877,6,5,6
501,168877,6,5,6
502,168877,6,5,6
503,168877,6,5,6
504,168877,6,5,6
505,168877,6,5,6
506,168877,6,5,6
507,168877,6,5,6
508,168877,6,5,6
509,168877,6,5,6
510,168877,6,5,6
511,168877,6,5,6
512,168877,6,5,6
513,168877,6,5,6
514,168877,6,5,6
515,168877,6,5,6
516,168877,6,5,6
517,168877,6,5,6
518,168877,6,5,6
519,168877,6,5,6
520,168877,6,5,6
521,168877,6,5,6
522,168877,6,5,6
523,168877,6,5,6
524,168877,6,5,6
525,168877,6,5,6
526,168877,6,5,6
527,168877,6,5,6
528,168877,6,5,6
529,168877,6,5,6
530,168877,6,5,6
531,168877,6,5,6
532,168877,6,5,6
533,168877,6,5,6
534,168877,6,5,6
535,168877,6,5,6
536,168877,6,5,6
537,168877,6,5,6
538,168877,6,5,6
539,168877,6,5,6
540,168877,6,5,6
541,168877,6,5,6
542,168877,6,5,6
543,168877,6,5,6
544,168877,6,5,6
545,168877,6,5,6
546,168877,6,5,6
547,168877,6,5,6
548,168877,6,5,6
549,168877,6,5,6
550,168877,6,5,6
551,168877,6,5,6
552,168877,6,5,6
553,168877,6,5,6
554,168877,6,5,6
555,168877,6,5,6
556,168877,6,5,6
557,168877,6,5,6
558,168877,6,5,6
559,168877,6,5,6
560,168877,6,5,6
561,168877,6,5,6
562,168877,6,5,6
563,168877,6,5,6
564,168877,6,5,6
565,168877,6,5,6
566,168877,6,5,6
567,168877,6,5,6
568,168877,6,5,6
569,168877,6,5,6
570,168877,6,5,6
571,168877,6,5,6
572,168877,6,5,6
573,168877,6,5,6
574,168877,6,5,6
575,168877,6,5,6
576,168877,6,5,6
577,168877,6,5,6
578,168877,6,5,6
579,168877,6,5,6
580,168877,6,5,6
581,168877,6,5,6
582,168877,6,5,6
583,168877,6,5,6
584,168877,6,5,6
585,168877,6,5,6
586,168877,6,5,6
587,168877,6,5,6
588,168877,6,5,6
589,168877,6,5,6
590,168877,6,5,6
591,168877,6,6,6
592,168877,6,5,6
593,168877,6,5,6
594,168877,6,5,6
595,168877,6,5,6
596,168877,6,5,6
597,168877,6,5,6
598,168877,6,5,6
599,168877,6,5,6
600,168877,6,5,6
601,168877,6,5,6
602,168877,6,5,6
603,168877,6,5,6
604,168877,6,5,6
605,168877,6,5,6
606,168877,6,5,6
607,168877,6,5,6
608,168877,6,5,6
609,168877,6,5,6
610,168877,6,5,6
611,168877,6,5,6
612,168877,6,5,6
613,168877,6,5,6
614,168877,6,5,6
615,168877,6,5,6
616,168877,6,5,6
617,168877,6,5,6
618,168877,6,5,6
619,168877,6,5,6
620,168877,6,5,6
621,168877,6,5,6
622,168877,6,5,6
623,168877,6,5,6
624,168877,6,5,6
625,168877,6,6,6
626,168877,6,5,6
627,168877,6,5,6
628,168877,6,5,6
629,168877,6,5,6
630,168877,6,5,6
631,168877,6,5,6
632,168877,6,5,6
633,168877,6,5,6
634,168877,6,5,6
635,168877,6,5,6
636,168877,6,5,6
637,168877,6,5,6
638,168877,6,5,6
639,168877,6,5,6
640,168877,6,5,6
641,168877,6,5,6
642,168877,6,5,6
643,168877,6,5,6
644,168877,6,6,6
645,168877,6,5,6
646,168877,6,5,6
647,168877,6,5,6
648,168877,6,5,6
649,168877,6,5,6
650,168877,6,5,6
651,168877,6,5,6
652,168877,6,5,6
653,168877,6,5,6
654,168877,6,5,6
655,168877,6,5,6
656,168877,6,5,6
657,168877,6,5,6
658,168877,6,5,6
659,168877,6,5,6
660,168877,6,5,6
661,168877,6,5,6
662,168877,6,5,6
663,168877,6,5,6
664,168877,6,5,6
665,168877,6,5,6
666,168877,6,5,6
667,168877,6,6,6
668,168877,6,5,6
669,168877,6,5,6
670,168877,6,5,6
671,168877,6,5,6
672,168877,6,5,6
673,168877,6,5,6
674,168877,6,5,6
675,168877,6,5,6
676,168877,6,5,6
677,168877,6,5,6
678,168877,6,5,6
679,168877,6,5,6
680,168877,6,5,6
681,168877,6,5,6
682,168877,6,5,6
683,168877,6,5,6
684,168877,6,5,6
685,168877,6,5,6
686,168877,6,5,6
687,168877,6,5,6
688,168877,6,5,6
689,168877,6,5,6
690,168877,6,5,6
691,168877,6,5,6
692,168877,6,5,6
693,168877,6,5,6
694,168877,6,5,6
695,168877,6,5,6
696,168877,6,5,6
697,168877,6,5,6
698,168877,6,5,6
699,168877,6,5,6
700,168877,6,5,6
701,168877,6,5,6
702,168877,6,5,6
703,168877,6,5,6
704,168877,6,5,6
705,168877,6,5,6
706,168877,6,5,6
707,168877,6,5,6
708,168877,6,5,6
709,168877,6,5,6
710,168877,6,5,6
711,168877,6,5,6
712,168877,6,5,6
713,168877,6,5,6
714,168877,6,5,6
715,168877,6,5,6
716,168877,6,5,6
717,168877,6,5,6
718,168877,6,5,6
719,168877,6,5,6
720,168877,6,5,6
721,168877,6,5,6
722,168877,6,5,6
723,168877,6,5,6
724,168877,6,5,6
725,168877,6,5,6
726,168877,6,5,6
727,168877,6,5,6
728,168877,6,5,6
729,168877,6,5,6
730,168877,6,5,6
731,168877,6,5,6
732,168877,6,5,6
733,168877,6,5,6
734,168877,6,5,6
735,168877,6,5,6
736,168877,6,5,6
737,168877,6,5,6
738,168877,6,5,6
739,168877,6,5,6
740,168877,6,5,6
741,168877,6,5,6
742,168877,6,5,6
743,168877,6,5,6
744,168877,6,5,6
745,168877,6,5,6
746,168877,6,5,6
747,168877,6,5,6
748,168877,6,5,6
749,168877,6,5,6
750,168877,6,5,6
751,168877,6,5,6
752,168877,6,5,6
753,168877,6,5,6
754,168877,6,5,6
755,168877,6,5,6
756,168877,6,5,6
757,168877,6,5,6
758,168877,6,5,6
759,168877,6,5,6
760,168877,6,5,6
761,168877,6,5,6
762,168877,6,5,6
763,168877,6,5,6
764,168877,6,5,6
765,168877,6,5,6
766,168877,6,5,6
767,168877,6,5,6
768,168877,6,5,6
769,168877,6,5,6
770,168877,6,5,6
771,168877,6,5,6
772,168877,6,5,6
773,168877,6,5,6
774,168877,6,5,6
775,168877,6,5,6
776,168877,6,5,6
777,168877,6,5,6
778,168877,6,5,6
779,168877,6,5,6
780,168877,6,5,6
781,168877,6,5,6
782,168877,6,5,6
783,168877,6,5,6
784,168877,6,5,6
785,168877,6,5,6
786,168877,6,5,6
787,168877,6,5,6
788,168877,6,5,6
789,168877,6,5,6
790,168877,6,5,6
791,168877,6,5,6
792,168877,6,5,6
793,168877,6,5,6
794,168877,6,5,6
795,168877,6,5,6
796,168877,6,5,6
797,168877,6,5,6
798,168877,6,5,6
799,168877,6,5,6
800,168877,6,5,6
801,168877,6,5,6
802,168877,6,5,6
803,168877,6,5,6
804,168877,6,5,6
805,168877,6,5,6
806,168877,6,5,6
807,168877,6,5,6
808,168877,6,5,6
809,168877,6,5,6
810,168877,6,5,6
811,168877,6,5,6
812,168877,6,5,6
813,168877,6,5,6
814,168877,6,5,6
815,168877,6,5,6
816,168877,6,5,6
817,168877,6,5,6
818,168877,6,5,6
819,168877,6,5,6
820,168877,6,5,6
821,168877,6,5,6
822,168877,6,5,6
823,168877,6,5,6
824,168877,6,5,6
825,168877,6,5,6
826,168877,6,5,6
827,168877,6,5,6
828,168877,6,5,6
829,168877,6,5,6
830,168877,6,5,6
831,168877,6,5,6
832,168877,6,5,6
833,168877,6,5,6
834,168877,6,5,6
835,168877,6,5,6
836,168877,6,5,6
837,168877,6,5,6
838,168877,6,5,6
839,168877,6,5,6
840,168877,6,5,6
841,168877,6,5,6
842,168877,6,5,6
843,168877,6,5,6
844,168877,6,5,6
845,168877,6,5,6
846,168877,6,5,6
847,168877,6,5,6
848,168877,6,5,6
849,168877,6,5,6
850,168877,6,5,6
851,168877,6,5,6
852,168877,6,5,6
853,168877,6,5,6
854,168877,6,5,6
855,168877,6,5,6
856,168877,6,5,6
857,168877,6,5,6
858,168877,6,5,6
859,168877,6,5,6
860,168877,6,5,6
861,168877,6,5,6
862,168877,6,5,6
863,168877,6,5,6
864,168877,6,5,6
865,168877,6,5,6
866,168877,6,5,6
867,168877,6,5,6
868,168877,6,5,6
869,168877,6,5,6
870,168877,6,5,6
871,168877,6,5,6
872,168877,6,5,5
873,168877,6,5,6
874,168877,6,5,6
875,168877,6,5,6
876,168877,6,5,6
877,168877,6,5,6
878,168877,6,5,6
879,168877,6,5,6
880,168877,6,5,5
881,168877,6,5,6
882,168877,6,5,6
883,168877,6,5,6
884,168877,6,5,6
885,168877,6,5,6
886,168877,6,5,6
887,168877,6,5,6
888,168877,6,5,6
889,168877,6,5,6
890,168877,6,5,5
891,168877,6,5,6
892,168877,6,5,6
893,168877,6,5,6
894,168877,6,5,6
895,168877,6,5,6
896,168877,6,5,6
897,168877,6,5,6
898,168877,6,5,6
899,168877,6,5,6
900,168877,6,5,6
901,168877,6,5,6
902,168877,6,5,6
903,168877,6,5,6
904,168877,6,5,6
905,168877,6,5,6
906,168877,6,5,6
907,168877,6,5,6
908,168877,6,5,6
909,168877,6,5,6
910,168877,6,5,6
911,168877,6,5,6
912,168877,6,5,6
913,168877,6,5,6
914,168877,6,5,6
915,168877,6,5,6
916,168877,6,5,6
917,168877,6,5,6
918,168877,6,5,6
919,168877,6,5,6
920,168877,6,5,6
921,168877,6,5,6
922,168877,6,5,6
923,168877,6,5,6
924,168877,6,5,6
925,168877,6,5,6
926,168877,6,5,6
927,168877,6,5,6
928,168877,6,5,6
929,168877,6,5,6
930,168877,6,5,6
931,168877,6,5,6
932,168877,6,5,6
933,168877,6,5,6
934,168877,6,5,6
935,168877,6,5,6
936,168877,6,5,6
937,168877,6,5,6
938,168877,6,5,6
939,168877,6,5,6
940,168877,6,5,6
941,168877,6,5,6
942,168877,6,5,6
943,168877,6,5,6
944,168877,6,5,6
945,168877,6,5,6
946,168877,6,5,6
947,168877,6,5,6
948,168877,6,5,5
949,168877,6,5,6
950,168877,6,5,6
951,168877,6,5,6
952,168877,6,5,6
953,168877,6,5,6
954,168877,6,5,6
955,168877,6,5,6
956,168877,6,5,6
957,168877,6,5,6
958,168877,6,5,6
959,168877,6,5,6
960,168877,6,5,6
961,168877,6,5,6
962,168877,6,5,6
963,168877,6,5,6
964,168877,6,5,6
965,168877,6,5,6
966,168877,6,5,6
967,168877,5,5,6
968,168877,6,5,6
969,168877,6,5,6
970,168877,6,5,6
971,168877,6,5,6
972,168877,6,5,6
973,168877,6,5,6
974,168877,6,5,6
975,168877,6,5,6
976,168877,6,5,6
977,168877,6,5,6
978,168877,6,5,6
979,168877,6,5,6
980,168877,5,5,6
981,168877,6,5,6
982,168877,6,5,6
983,168877,6,5,6
984,168877,6,5,6
985,168877,6,5,6
986,168877,6,5,6
987,168877,6,5,6
988,168877,6,5,6
989,168877,6,5,6
990,168877,6,5,6
991,168877,6,5,6
992,168877,6,5,5
993,168877,6,5,6
994,168877,6,5,6
995,168877,6,5,6
996,168877,6,5,6
997,168877,6,5,6
998,168877,6,5,6
999,168877,6,5,6
1000,168877,6,5,6
1001,168877,6,5,6
1002,168877,6,5,6
1003,168877,6,5,6
1004,168877,6,5,6
1005,168877,6,5,6
1006,168877,6,5,6
1007,168877,6,5,6
1008,168877,6,5,6
1009,168877,6,5,6
1010,168877,6,5,6
1011,168877,6,5,6
1012,168877,6,5,6
1013,168877,6,5,6
1014,168877,6,5,6
1015,168877,6,5,6
1016,168877,6,5,6
1017,168877,6,5,6
1018,168877,6,5,6
1019,168877,6,5,6
1020,168877,6,5,6
1021,168877,6,5,6
1022,168877,6,5,6
1023,168877,6,5,6
1024,168877,6,5,6
1025,168877,6,5,6
1026,168877,6,5,6
1027,168877,6,5,6
1028,168877,6,5,6
1029,168877,6,5,6
1030,168877,6,5,5
1031,168877,6,5,6
1032,168877,6,5,6
1033,168877,6,5,6
1034,168877,6,5,6
1035,168877,6,5,6
1036,168877,6,5,6
1037,168877,6,5,6
1038,168877,6,5,6
1039,168877,6,5,6
1040,168877,6,5,6
1041,168877,6,5,6
1042,168877,6,5,6
1043,168877,6,5,6
1044,168877,6,5,6
1045,168877,6,5,6
1046,168877,6,5,6
1047,168877,6,5,6
1048,168877,6,5,6
1049,168877,6,5,6
1050,168877,6,5,6
1051,168877,6,5,6
1052,168877,6,5,6
1053,168877,6,5,6
1054,168877,6,5,5
1055,168877,6,5,6
1056,168877,6,5,6
1057,168877,6,5,6
1058,168877,6,5,6
1059,168877,6,5,6
1060,168877,6,5,6
1061,168877,6,5,6
1062,168877,6,5,6
1063,168877,6,5,6
1064,168877,6,5,6
1065,168877,6,5,6
1066,168877,6,5,6
1067,168877,6,5,6
1068,168877,6,5,6
1069,168877,6,5,6
1070,168877,6,5,6
1071,168877,6,5,6
1072,168877,6,5,6
1073,168877,6,5,6
1074,168877,6,5,5
1075,168877,6,5,6
1076,168877,6,5,6
1077,168877,6,5,6
1078,168877,6,5,6
1079,168877,6,5,6
1080,168877,6,5,6
1081,168877,6,5,6
1082,168877,6,5,6
1083,168877,6,5,6
1084,168877,6,5,6
1085,168877,6,5,6
1086,168877,5,5,6
1087,168877,6,5,6
1088,168877,6,5,6
1089,168877,6,5,5
1090,168877,6,5,6
1091,168877,6,5,6
1092,168877,6,5,6
1093,168877,6,5,5
1094,168877,6,5,6
1095,168877,6,5,6
1096,168877,6,5,6
1097,168877,6,5,6
1098,168877,6,5,6
1099,168877,6,5,6
1100,168877,6,5,6
1101,168877,6,5,6
1102,168877,6,5,6
1103,168877,6,5,6
1104,168877,6,5,6
1105,168877,6,5,6
1106,168877,6,5,6
1107,168877,6,5,6
1108,168877,6,5,6
1109,168877,6,5,6
1110,168877,6,5,6
1111,168877,5,5,6
1112,168877,6,5,6
1113,168877,6,5,6
1114,168877,6,5,6
1115,168877,6,5,6
1116,168877,6,6,6
1117,168877,8,6,6
1118,168877,6,5,6
1119,168877,6,5,6
1120,168877,6,5,6
1121,168877,6,5,7
1122,168877,6,5,6
1123,168877,6,5,6
1124,168877,6,5,6
1125,168877,6,5,6
1126,168877,6,5,6
1127,168877,6,5,6
1128,168877,6,5,6
1129,168877,6,5,6
1130,168877,6,5,6
1131,168877,6,5,6
1132,168877,7,6,6
1133,168877,7,6,6
1134,168877,6,5,6
1135,168877,6,5,6
1136,168877,7,5,7
1137,168877,7,5,6
1138,168877,6,5,6
1139,168877,6,5,6
1140,168877,6,5,7
1141,168877,6,5,6
1142,168877,6,5,6
1143,168877,6,5,6
1144,168877,6,5,6
1145,168877,6,5,6
1146,168877,6,5,6
1147,168877,6,5,6
1148,168877,6,5,6
1149,168877,6,5,6
1150,168877,6,5,6
1151,168877,6,5,6
1152,168877,6,5,6
1153,168877,6,5,6
1154,168877,6,5,6
1155,168877,6,5,6
1156,168877,6,5,6
1157,168877,6,5,6
1158,168877,6,5,6
1159,168877,6,5,6
1160,168877,6,5,6
1161,168877,6,5,6
1162,168877,6,5,6
1163,168877,6,5,6
1164,168877,6,5,6
1165,168877,6,5,6
1166,168877,6,5,6
1167,168877,6,5,6
1168,168877,6,5,6
1169,168877,6,5,6
1170,168877,6,5,6
1171,168877,6,5,6
1172,168877,6,5,6
1173,168877,6,5,6
1174,168877,6,5,6
1175,168877,6,5,6
1176,168877,6,5,6
1177,168877,6,5,6
1178,168877,6,5,6
1179,168877,6,5,6
1180,168877,6,5,6
1181,168877,6,5,6
1182,168877,6,5,6
1183,168877,6,5,6
1184,168877,6,5,6
1185,168877,6,5,6
1186,168877,6,5,6
1187,168877,6,5,6
1188,168877,6,5,6
1189,168877,6,5,6
1190,168877,6,5,6
1191,168877,6,5,6
1192,168877,6,5,6
1193,168877,6,5,6
1194,168877,6,5,6
1195,168877,6,5,6
1196,168877,6,5,6
1197,168877,6,5,6
1198,168877,6,5,6
1199,168877,6,5,6
1200,168877,6,5,6
1201,168877,6,5,6
1202,168877,6,5,6
1203,168877,6,5,6
1204,168877,6,5,6
1205,168877,6,5,6
1206,168877,6,5,6
1207,168877,6,5,6
1208,168877,6,5,6
1209,168877,6,5,6
1210,168877,6,5,6
1211,168877,6,5,6
1212,168877,6,5,6
1213,168877,6,5,6
1214,168877,6,5,6
1215,168877,6,5,6
1216,168877,6,5,6
1217,168877,6,5,6
1218,168877,6,5,6
1219,168877,6,5,6
1220,168877,6,5,6
1221,168877,6,5,6
1222,168877,6,5,6
1223,168877,6,5,6
1224,168877,6,5,6
1225,168877,6,5,6
1226,168877,6,5,6
1227,168877,6,5,6
1228,168877,6,5,6
1229,168877,6,5,6
1230,168877,6,5,6
1231,168877,6,5,6
1232,168877,6,5,6
1233,168877,6,5,6
1234,168877,6,5,6
1235,168877,6,5,6
1236,168877,6,5,6
1237,168877,6,5,6
1238,168877,6,5,6
1239,168877,6,5,6
1240,168877,6,5,6
1241,168877,6,5,6
1242,168877,6,5,6
1243,168877,6,5,6
1244,168877,6,5,6
1245,168877,6,5,6
1246,168877,6,5,6
1247,168877,6,5,6
1248,168877,6,5,6
1249,168877,6,5,6
1250,168877,6,5,6
1251,168877,6,5,6
1252,168877,6,5,6
1253,168877,6,5,6
1254,168877,6,5,6
1255,168877,6,5,6
1256,168877,6,5,6
1257,168877,6,5,6
1258,168877,6,5,6
1259,168877,6,5,6
1260,168877,6,5,6
1261,168877,6,5,6
1262,168877,6,5,6
1263,168877,6,5,6
1264,168877,6,5,6
1265,168877,6,5,6
1266,168877,6,5,5
1267,168877,6,5,6
1268,168877,6,5,6
1269,168877,6,5,6
1270,168877,6,5,6
1271,168877,6,5,6
1272,168877,6,5,6
1273,168877,6,5,6
1274,168877,6,5,6
1275,168877,6,5,5
1276,168877,6,5,6
1277,168877,6,5,6
1278,168877,6,5,6
1279,168877,6,5,6
1280,168877,6,5,6
1281,168877,6,5,6
1282,168877,6,5,6
1283,168877,6,5,6
1284,168877,6,5,6
1285,168877,6,5,6
1286,168877,6,5,6
1287,168877,6,5,6
1288,168877,6,5,6
1289,168877,6,5,6
1290,168877,6,5,6
1291,168877,6,5,6
1292,168877,6,5,6
1293,168877,6,5,6
1294,168877,6,5,6
1295,168877,6,5,6
1296,168877,6,5,6
1297,168877,6,5,6
1298,168877,6,5,6
1299,168877,6,5,6
1300,168877,6,5,6
1301,168877,6,5,6
1302,168877,6,5,6
1303,168877,6,5,6
1304,168877,6,5,6
1305,168877,6,5,6
1306,168877,6,5,6
1307,168877,6,5,6
1308,168877,6,5,6
1309,168877,6,5,6
1310,168877,6,5,6
1311,168877,6,5,6
1312,168877,6,5,6
1313,168877,6,5,6
1314,168877,6,5,6
1315,168877,6,5,6
1316,168877,6,5,6
1317,168877,6,5,6
1318,168877,6,5,6
1319,168877,6,5,6
1320,168877,6,5,6
1321,168877,6,5,6
1322,168877,6,5,6
1323,168877,6,5,6
1324,168877,6,5,6
1325,168877,6,5,6
1326,168877,6,6,6
1327,168877,6,5,6
1328,168877,6,5,6
1329,168877,6,5,6
1330,168877,6,5,6
1331,168877,6,5,6
1332,168877,6,5,6
1333,168877,6,5,6
1334,168877,6,5,6
1335,168877,6,5,6
1336,168877,6,5,6
1337,168877,6,5,6
1338,168877,6,5,6
1339,168877,6,5,6
1340,168877,6,5,6
1341,168877,6,5,6
1342,168877,6,5,6
1343,168877,6,5,6
1344,168877,6,5,6
1345,168877,6,5,6
1346,168877,6,5,6
1347,168877,6,5,6
1348,168877,6,5,6
1349,168877,6,5,6
1350,168877,6,5,6
1351,168877,6,5,6
1352,168877,6,5,6
1353,168877,6,5,6
1354,168877,6,5,6
1355,168877,6,5,6
1356,168877,6,5,6
1357,168877,6,5,6
1358,168877,6,5,6
1359,168877,6,5,6
1360,168877,6,5,6
1361,168877,6,5,6
1362,168877,6,5,6
1363,168877,6,5,6
1364,168877,6,5,6
1365,168877,6,5,6
1366,168877,6,5,6
1367,168877,6,5,6
1368,168877,6,5,6
1369,168877,6,5,6
1370,168877,6,5,6
1371,168877,6,5,6
1372,168877,6,5,6
1373,168877,6,5,6
1374,168877,6,5,6
1375,168877,6,5,6
1376,168877,6,5,6
1377,168877,6,5,6
1378,168877,6,5,6
1379,168877,7,5,6
1380,168877,6,6,6
1381,168877,6,5,6
1382,168877,6,5,6
1383,168877,6,5,6
1384,168877,6,5,6
1385,168877,6,5,6
1386,168877,6,5,6
1387,168877,6,5,6
1388,168877,6,5,6
1389,168877,6,5,6
1390,168877,6,5,6
1391,168877,6,5,6
1392,168877,6,5,6
1393,168877,6,5,6
1394,168877,6,5,6
1395,168877,6,5,6
1396,168877,6,5,6
1397,168877,6,5,6
1398,168877,6,5,6
1399,168877,6,5,6
1400,168877,6,5,6
1401,168877,6,5,6
1402,168877,6,5,6
1403,168877,6,5,6
1404,168877,6,5,6
1405,168877,6,5,6
1406,168877,6,5,6
1407,168877,6,5,6
1408,168877,6,5,6
1409,168877,6,5,6
1410,168877,6,5,6
1411,168877,6,5,6
1412,168877,6,5,6
1413,168877,6,5,6
1414,168877,6,5,6
1415,168877,6,5,6
1416,168877,6,5,6
1417,168877,6,5,6
1418,168877,6,5,6
1419,168877,6,5,6
1420,168877,6,5,6
1421,168877,6,5,6
1422,168877,6,5,6
1423,168877,6,5,6
1424,168877,6,5,6
1425,168877,6,5,6
1426,168877,6,5,6
1427,168877,6,5,6
1428,168877,6,5,6
1429,168877,6,5,6
1430,168877,6,5,6
1431,168877,6,5,6
1432,168877,6,5,6
1433,168877,6,5,6
1434,168877,6,5,6
1435,168877,6,5,6
1436,168877,6,5,6
1437,168877,6,5,6
1438,168877,6,5,6
1439,168877,6,5,6
1440,168877,6,5,6
1441,168877,6,5,6
1442,168877,6,5,6
1443,168877,6,5,6
1444,168877,6,5,6
1445,168877,6,5,6
1446,168877,6,5,6
1447,168877,6,5,6
1448,168877,6,5,6
1449,168877,6,5,6
1450,168877,6,5,6
1451,168877,6,5,6
1452,168877,6,5,6
1453,168877,6,5,6
1454,168877,6,5,6
1455,168877,6,5,6
