order,B_time,B_split,B_util,BPlus_time,BPlus_split,BPlus_util,BStar_time,BStar_split,BStar_util
3,113,74357,0.448203,121,116779,0.475965,205,61366,0.542985
4,88,51931,0.481306,88,64805,0.550886,143,40001,0.624719
5,69,36767,0.543833,68,46812,0.573602,119,30019,0.665912
6,58,30110,0.553379,56,34977,0.604802,105,23741,0.701636
7,54,24452,0.584068,60,28730,0.612022,101,19714,0.724244
8,51,21176,0.590096,52,23818,0.628038,87,16836,0.741972
9,52,18304,0.606833,46,20704,0.630395,77,14621,0.759371
10,47,16381,0.61024,43,17939,0.643388,71,13005,0.768403
11,42,14610,0.621983,40,16111,0.643409,62,11667,0.778598
12,40,13336,0.624594,41,14450,0.650036,63,10603,0.785275
13,39,12170,0.63176,37,13213,0.650457,57,9684,0.793594
14,38,11201,0.637414,37,12055,0.656598,54,8932,0.798888
15,39,10395,0.641026,31,11159,0.657548,53,8265,0.805737
16,31,9768,0.639517,31,10339,0.661186,51,7713,0.809376
17,31,9084,0.647195,31,9671,0.661874,49,7214,0.814617
18,31,8574,0.647576,31,9039,0.665432,50,6779,0.818679
19,33,8087,0.650415,31,8477,0.669331,52,6453,0.81473
20,31,7660,0.652316,32,8072,0.665563,49,6066,0.823316
21,31,7250,0.656362,30,7651,0.666362,49,5771,0.824144
22,29,6921,0.656289,31,7275,0.666846,47,5489,0.827048
23,31,6631,0.655188,29,6933,0.667314,46,5235,0.829421
24,31,6281,0.662954,29,6554,0.67452,46,4993,0.833333
25,29,6016,0.664452,30,6256,0.676831,49,4781,0.835422
26,30,5785,0.66439,30,6012,0.675749,45,4585,0.837577
27,31,5569,0.66458,30,5747,0.679218,44,4423,0.83605
28,29,5377,0.663711,29,5573,0.674281,48,4250,0.838954
29,31,5194,0.663385,29,5365,0.675012,48,4090,0.841659
30,30,5026,0.662691,28,5167,0.676323,42,3943,0.843882
31,29,4845,0.665252,29,5002,0.67499,42,3816,0.843789
32,29,4659,0.670169,28,4819,0.677697,41,3690,0.84528
33,30,4489,0.67445,28,4691,0.674354,42,3558,0.850015
34,29,4376,0.671501,28,4514,0.67914,41,3467,0.846625
35,29,4226,0.675447,28,4360,0.682166,42,3380,0.843562
36,30,4134,0.671285,30,4212,0.685649,42,3260,0.850253
37,29,3988,0.67703,28,4092,0.685943,43,3202,0.842226
38,30,3931,0.668762,28,3989,0.684468,41,3103,0.846167
39,29,3779,0.677796,27,3878,0.685253,41,3021,0.846797
40,28,3694,0.676041,27,3776,0.685476,41,2923,0.853242
41,29,3633,0.670614,28,3708,0.680575,41,2852,0.853701
42,28,3519,0.675831,28,3616,0.680702,41,2778,0.855534
43,30,3456,0.672133,29,3527,0.681031,41,2714,0.855308
44,30,3374,0.672803,28,3465,0.677088,40,2645,0.857633
45,29,3293,0.674013,30,3400,0.674253,40,2573,0.861995
46,29,3218,0.674709,27,3296,0.679736,39,2534,0.856208
47,29,3148,0.675019,27,3213,0.681962,40,2483,0.855169
48,30,3079,0.675749,28,3139,0.683052,41,2412,0.86195
49,29,3025,0.673759,35,3084,0.680739,44,2357,0.86402
50,29,2930,0.681663,28,2980,0.689698,42,2313,0.862813
51,30,2867,0.682962,29,2932,0.686982,39,2257,0.866837
52,28,2825,0.679773,29,2887,0.683966,41,2220,0.864304
53,28,2765,0.681399,26,2835,0.683007,41,2192,0.858804
54,28,2704,0.683845,28,2771,0.685399,41,2146,0.860926
55,28,2681,0.677163,27,2724,0.684218,40,2100,0.863744
56,31,2614,0.682091,27,2664,0.68671,40,2069,0.861
57,29,2571,0.681315,27,2615,0.686957,40,2016,0.868078
58,27,2557,0.673228,28,2569,0.686874,37,1978,0.869459
59,28,2489,0.67987,28,2541,0.682475,38,1950,0.866964
60,28,2467,0.674491,26,2486,0.685556,38,1930,0.861326
61,28,2386,0.685918,28,2448,0.68452,39,1881,0.869218
62,28,2344,0.687219,28,2393,0.688883,39,1860,0.864827
63,30,2330,0.680369,28,2374,0.683227,40,1824,0.867852
64,28,2276,0.685608,28,2322,0.687278,38,1813,0.859461
65,30,2234,0.687734,28,2276,0.69008,38,1773,0.865276
66,28,2205,0.68621,27,2262,0.683738,37,1754,0.861371
67,27,2205,0.675968,27,2240,0.679999,38,1714,0.868259
68,29,2161,0.679569,28,2184,0.686806,38,1702,0.861505
69,29,2123,0.681691,27,2135,0.692073,40,1680,0.860104
70,27,2077,0.686813,28,2121,0.686582,40,1633,0.872144
71,30,2051,0.685711,28,2074,0.691972,41,1612,0.871027
72,30,2023,0.685533,28,2058,0.687544,39,1583,0.874615
73,28,2014,0.679159,29,2042,0.683324,40,1566,0.871969
74,29,1982,0.680782,30,2016,0.682603,39,1559,0.864035
75,29,1966,0.677163,28,2006,0.676788,39,1532,0.867491
76,29,1939,0.677543,27,1965,0.681523,37,1511,0.867935
77,28,1917,0.676407,25,1949,0.678079,37,1484,0.872197
78,30,1892,0.676544,28,1900,0.686292,38,1475,0.866251
79,28,1861,0.679089,27,1876,0.686098,39,1444,0.873584
80,29,1826,0.683434,28,1858,0.683954,38,1422,0.875964
81,28,1813,0.679828,28,1834,0.684174,38,1406,0.87496
82,27,1780,0.683966,26,1816,0.682397,38,1399,0.868598
83,27,1772,0.678771,26,1801,0.679681,37,1378,0.871164
84,30,1750,0.679108,29,1769,0.683503,38,1365,0.868961
85,28,1726,0.680434,27,1733,0.689225,39,1351,0.867604
86,31,1692,0.686012,31,1716,0.687832,38,1330,0.871004
87,28,1691,0.678527,29,1686,0.691799,37,1316,0.870118
88,27,1674,0.677617,31,1699,0.6788,38,1288,0.878858
89,28,1652,0.67891,26,1675,0.680612,37,1278,0.875756
90,27,1618,0.685448,26,1660,0.679027,38,1262,0.876962
91,27,1613,0.680013,26,1642,0.678814,37,1262,0.867325
92,28,1613,0.672622,26,1626,0.677917,37,1239,0.873759
93,29,1585,0.677121,27,1598,0.682188,39,1231,0.869959
94,27,1565,0.678463,26,1579,0.682929,38,1211,0.87486
95,30,1545,0.679995,27,1566,0.681232,37,1199,0.874279
96,28,1522,0.68306,26,1548,0.681858,38,1186,0.874615
97,27,1501,0.685457,27,1516,0.688842,39,1176,0.872928
98,27,1484,0.686219,28,1514,0.682725,39,1161,0.875136
99,29,1484,0.679288,28,1489,0.686991,39,1145,0.878349
100,28,1437,0.694444,27,1468,0.689687,38,1136,0.876424
101,28,1419,0.696272,28,1442,0.694967,38,1132,0.870799
102,27,1401,0.698285,25,1422,0.697675,38,1115,0.87535
103,28,1424,0.68036,27,1436,0.684274,38,1106,0.873874
104,28,1406,0.682426,27,1421,0.684732,37,1092,0.876516
105,28,1397,0.680272,29,1421,0.67821,39,1083,0.87535
106,28,1350,0.697263,28,1379,0.691942,38,1066,0.880855
107,31,1356,0.687696,30,1394,0.678216,39,1066,0.872623
108,31,1354,0.682333,29,1356,0.690465,40,1050,0.877655
109,28,1337,0.68465,28,1371,0.676762,38,1045,0.873744
110,27,1304,0.695555,26,1316,0.698194,38,1037,0.872448
111,29,1295,0.694068,27,1318,0.69087,38,1019,0.879786
112,27,1271,0.70083,26,1279,0.70526,39,1016,0.874493
113,28,1263,0.699017,26,1283,0.696872,38,995,0.884956
114,27,1259,0.695082,28,1264,0.700986,37,995,0.877193
115,28,1248,0.695096,28,1254,0.700349,37,985,0.878349
116,28,1235,0.69634,25,1248,0.697601,36,977,0.877871
117,28,1220,0.698856,27,1231,0.701049,39,976,0.871255
118,28,1213,0.696922,27,1223,0.699588,38,959,0.879105
119,27,1198,0.699697,29,1210,0.701054,38,956,0.874439
120,27,1190,0.698519,27,1197,0.702653,38,943,0.879044
121,29,1167,0.706364,27,1180,0.706741,37,929,0.884846
122,27,1175,0.695817,27,1174,0.704479,37,930,0.876655
123,27,1152,0.703903,27,1168,0.70229,38,921,0.877979
124,28,1167,0.689275,25,1161,0.700768,37,922,0.869959
125,27,1139,0.700525,26,1133,0.712099,38,898,0.885936
126,26,1142,0.693145,27,1155,0.693177,39,898,0.878905
127,27,1126,0.697433,26,1142,0.695444,37,892,0.877817
128,29,1133,0.68772,26,1128,0.698455,38,874,0.888794
129,30,1122,0.689061,27,1142,0.684655,37,879,0.876916
130,28,1098,0.698666,27,1126,0.688921,37,866,0.883158
131,29,1093,0.696495,27,1086,0.708494,37,865,0.877424
132,29,1080,0.699516,26,1101,0.69369,36,853,0.882955
133,28,1052,0.712682,27,1073,0.706187,39,839,0.890853
134,27,1051,0.708035,28,1059,0.710073,38,847,0.875902
135,30,1041,0.709522,26,1056,0.706802,37,831,0.886054
136,27,1045,0.701617,27,1041,0.71158,36,832,0.878488
137,27,1034,0.703883,27,1051,0.699753,36,822,0.88262
138,27,1029,0.702168,26,1033,0.706627,37,824,0.874111
139,28,1019,0.703938,26,1029,0.704241,37,815,0.877347
140,29,1016,0.700967,31,1028,0.699882,39,806,0.880747
141,28,1003,0.70499,28,1014,0.704387,38,802,0.878835
142,28,1009,0.695875,27,1018,0.696714,37,793,0.882488
143,28,1002,0.695822,27,996,0.706924,37,787,0.882955
144,27,1014,0.682836,26,1016,0.688372,37,785,0.879044
145,26,977,0.70373,26,991,0.700645,38,768,0.89218
146,28,989,0.690455,27,1004,0.686952,39,772,0.881508
147,27,980,0.692037,26,995,0.68837,38,763,0.885771
148,27,981,0.686662,28,990,0.687127,38,764,0.878642
149,28,981,0.682054,28,983,0.687314,37,756,0.88192
150,27,970,0.685166,28,974,0.688959,37,756,0.87604
151,28,968,0.682031,26,965,0.690698,37,743,0.885363
152,27,968,0.677543,26,971,0.681968,38,743,0.879538
153,27,960,0.678707,33,959,0.68588,39,737,0.880855
154,32,944,0.685692,35,955,0.684245,40,734,0.878688
155,31,950,0.676979,30,959,0.67703,43,722,0.88743
156,30,945,0.676187,29,945,0.68253,40,720,0.884173
157,29,953,0.666258,29,956,0.670477,40,721,0.877332
158,28,930,0.678362,27,948,0.671785,37,716,0.877824
159,30,930,0.674095,29,927,0.682491,37,703,0.88832
160,28,922,0.675676,26,924,0.6804,40,701,0.885269
161,28,922,0.671479,27,919,0.679808,38,707,0.872357
162,28,917,0.670961,28,917,0.677067,38,694,0.883096
163,28,913,0.669756,28,912,0.676556,39,691,0.881461
164,29,912,0.6664,28,919,0.667372,37,682,0.887563
165,34,887,0.680967,28,898,0.678647,38,687,0.87581
166,28,888,0.676105,27,883,0.685877,38,670,0.892459
167,28,873,0.683564,26,883,0.68177,38,679,0.875442
168,27,883,0.671826,26,883,0.677711,37,668,0.884455
169,28,876,0.673169,28,875,0.679786,39,671,0.875319
170,29,879,0.666933,27,879,0.672749,39,663,0.880592
171,30,875,0.666054,28,858,0.684985,38,658,0.882044
172,28,860,0.673691,27,870,0.671721,37,649,0.888984
173,29,845,0.681645,29,860,0.67551,38,651,0.88115
174,28,850,0.673755,26,847,0.681812,38,644,0.885536
175,27,840,0.677851,28,842,0.681893,40,644,0.880475
176,30,839,0.6748,30,838,0.681217,39,642,0.878179
177,31,829,0.679053,28,832,0.682195,39,634,0.88415
178,28,828,0.67605,27,846,0.667269,37,636,0.87644
179,29,830,0.670659,29,833,0.673772,38,625,0.886761
180,29,817,0.677507,28,814,0.685482,38,621,0.887469
181,29,820,0.671308,29,836,0.663965,39,623,0.879755
182,28,821,0.666809,27,820,0.673047,38,624,0.87353
183,28,826,0.659165,28,823,0.666958,39,613,0.88422
184,28,802,0.675128,27,806,0.677158,38,613,0.879415
185,29,806,0.668159,27,818,0.663739,38,611,0.877501
186,30,789,0.678831,27,798,0.67652,37,596,0.894566
187,31,802,0.664297,28,810,0.663049,38,604,0.878094
188,30,800,0.66241,30,804,0.664386,40,598,0.882114
189,29,794,0.663865,29,786,0.675834,48,596,0.880367
190,30,779,0.673038,31,791,0.668076,42,595,0.877193
191,30,780,0.668659,32,779,0.674696,39,591,0.878457
192,30,774,0.670313,28,779,0.671182,39,589,0.876824
193,29,766,0.673777,29,770,0.675418,39,584,0.879685
194,28,764,0.672052,27,762,0.67891,38,583,0.876639
195,28,755,0.676544,29,753,0.683422,38,575,0.884173
196,30,753,0.674873,27,752,0.680828,43,575,0.879662
197,29,738,0.685039,28,743,0.685483,39,570,0.882807
198,30,727,0.69185,28,745,0.680211,39,564,0.887611
199,30,731,0.684622,28,733,0.687746,39,564,0.88315
200,27,720,0.691563,29,727,0.68989,37,557,0.88968
201,28,712,0.695822,29,717,0.695923,37,560,0.880553
202,29,706,0.698236,27,713,0.696319,39,554,0.885598
203,28,698,0.702726,28,706,0.699681,40,553,0.882815
204,31,700,0.697292,29,715,0.687585,38,552,0.880065
205,29,702,0.691922,28,695,0.703697,37,542,0.891782
206,28,691,0.699477,26,697,0.698294,37,543,0.885834
207,28,693,0.694097,26,691,0.700887,37,540,0.886407
208,28,686,0.697778,27,691,0.697517,37,530,0.898634
209,28,675,0.705706,28,662,0.724244,39,532,0.891004
210,29,667,0.710732,28,675,0.707066,38,532,0.886761
211,29,659,0.715912,30,667,0.712061,37,528,0.889181
212,29,671,0.699849,27,670,0.705564,38,525,0.889996
213,26,667,0.700722,27,656,0.71707,40,528,0.880832
214,32,653,0.712332,32,645,0.725756,39,523,0.885018
215,29,653,0.709019,30,646,0.721274,47,517,0.891027
216,30,642,0.717772,28,653,0.710324,38,521,0.880158
217,27,653,0.702484,29,648,0.712445,40,517,0.882815
218,29,639,0.71451,28,647,0.710261,37,509,0.892443
219,28,643,0.706844,28,632,0.723611,38,516,0.876432
220,27,634,0.713572,28,643,0.708134,38,511,0.880902
221,28,632,0.712581,30,634,0.714826,38,505,0.887233
222,29,619,0.724197,26,635,0.710497,38,501,0.890218
223,32,621,0.718639,29,619,0.72539,39,504,0.881003
224,32,611,0.727082,27,618,0.723308,38,502,0.88053
225,30,614,0.720331,29,617,0.721247,40,497,0.885347
226,27,619,0.711379,29,615,0.720365,37,491,0.892092
227,28,609,0.719818,29,618,0.713749,38,488,0.893567
228,28,607,0.719011,29,609,0.721004,39,488,0.889648
229,28,596,0.729017,28,612,0.714375,38,488,0.885763
230,28,590,0.733192,27,600,0.725337,39,487,0.883704
231,29,604,0.71318,29,604,0.717466,39,484,0.885277
232,28,595,0.720793,26,602,0.716721,37,482,0.885081
233,27,592,0.721319,27,594,0.723151,37,473,0.897876
234,28,597,0.712251,28,592,0.722466,39,480,0.881135
235,27,589,0.718804,27,590,0.721804,38,475,0.886525
236,28,583,0.723087,29,588,0.721163,39,475,0.882768
237,29,582,0.721267,29,586,0.720545,38,469,0.893943
238,28,575,0.726934,27,582,0.722395,37,465,0.897795
239,28,575,0.723893,26,579,0.723059,36,466,0.892132
240,27,566,0.732279,27,570,0.73129,38,461,0.897989
241,29,571,0.722888,26,569,0.729522,38,458,0.900082
242,30,574,0.716158,29,572,0.722738,38,456,0.900268
243,27,560,0.730946,28,562,0.73243,39,465,0.879322
244,28,564,0.722815,27,562,0.729428,37,460,0.885175
245,29,561,0.723694,27,561,0.727732,37,456,0.889245
246,29,558,0.724606,26,560,0.726054,39,450,0.89736
247,29,554,0.726855,26,552,0.733479,36,454,0.885904
248,29,561,0.714939,28,564,0.715146,38,450,0.890123
249,28,555,0.719725,28,552,0.727588,37,449,0.88851
250,28,558,0.713012,28,560,0.714437,38,440,0.902935
251,27,552,0.717849,26,547,0.728316,42,444,0.891289
252,34,555,0.711157,31,553,0.71764,42,436,0.90393
253,29,538,0.730604,28,541,0.730484,38,439,0.894246
254,30,544,0.719745,30,545,0.722326,38,439,0.890726
255,29,534,0.730273,28,542,0.723432,37,437,0.891266
256,27,539,0.72071,29,538,0.725905,38,433,0.895929
257,29,534,0.72459,28,537,0.724413,36,437,0.88433
258,28,535,0.72044,27,532,0.72832,36,435,0.884924
259,28,531,0.723034,27,531,0.726852,37,423,0.906339
260,27,534,0.71623,28,534,0.72004,37,430,0.888257
261,28,527,0.722909,28,531,0.721282,37,429,0.886902
262,28,526,0.721511,28,529,0.721223,38,422,0.898069
263,29,523,0.722867,29,525,0.723895,37,425,0.888383
264,27,520,0.72426,27,522,0.72526,37,420,0.89548
265,29,520,0.721527,27,523,0.721149,37,418,0.896338
266,27,518,0.721574,27,516,0.728085,37,422,0.884564
267,30,521,0.714755,27,520,0.719839,38,411,0.904666
268,28,515,0.720337,28,512,0.728235,37,418,0.886305
269,30,517,0.714898,28,515,0.721347,38,413,0.893623
270,28,519,0.709522,33,519,0.713197,37,412,0.892459
271,27,514,0.71374,29,511,0.721567,38,411,0.891313
272,29,511,0.715267,28,514,0.714764,39,410,0.890187
273,29,512,0.711263,28,515,0.710778,41,411,0.884783
274,31,518,0.700506,28,515,0.708184,38,407,0.890155
275,28,510,0.708843,27,510,0.712451,38,404,0.893455
276,28,509,0.707654,27,513,0.705763,37,402,0.894614
277,28,508,0.706479,29,510,0.707307,40,398,0.900276
278,30,511,0.699829,28,508,0.707507,38,397,0.899281
279,27,513,0.694618,27,515,0.695493,38,398,0.893823
280,29,508,0.69891,27,506,0.705199,38,393,0.901876
281,28,507,0.697788,28,509,0.698593,39,396,0.891909
282,27,511,0.689903,28,509,0.696116,43,393,0.89548
283,28,509,0.69015,30,506,0.697724,43,393,0.892315
284,32,508,0.689066,29,504,0.697996,38,388,0.900544
285,31,508,0.686648,29,504,0.695547,38,388,0.897384
286,29,506,0.686936,29,505,0.691757,40,380,0.912925
287,28,505,0.68589,27,503,0.692058,40,392,0.882106
288,28,507,0.680828,26,503,0.689655,38,386,0.892602
289,28,504,0.682487,28,507,0.681905,37,380,0.903448
290,27,504,0.680133,27,502,0.686248,38,386,0.886446
291,26,506,0.675133,31,503,0.682545,41,381,0.894903
292,29,500,0.680846,29,503,0.680207,40,380,0.894166
293,29,504,0.673169,31,502,0.679221,42,380,0.891115
294,33,502,0.673537,29,502,0.676911,44,379,0.890409
295,32,506,0.665978,29,502,0.674617,39,376,0.894414
296,30,505,0.665035,28,503,0.671015,39,369,0.908166
297,29,501,0.668056,28,500,0.672725,38,372,0.897868
298,27,500,0.667138,29,502,0.667825,39,371,0.897247
299,29,500,0.664907,27,496,0.673554,38,372,0.891862
300,28,500,0.662691,27,502,0.663373,38,369,0.896057
301,28,498,0.663126,27,498,0.666421,37,370,0.890686
302,27,499,0.659613,30,497,0.665536,42,363,0.904715
303,30,499,0.657436,29,499,0.66071,36,365,0.896829
304,28,497,0.657895,29,499,0.658537,38,364,0.896314
305,29,495,0.658371,30,493,0.664278,40,362,0.898271
306,30,495,0.65622,29,494,0.660782,38,365,0.888036
307,29,489,0.662059,29,487,0.667992,38,361,0.894871
308,29,490,0.658571,28,491,0.660458,40,364,0.884674
309,28,486,0.661809,27,485,0.666375,37,358,0.896467
310,28,488,0.656987,26,490,0.657521,37,359,0.891107
311,28,487,0.656211,27,483,0.664801,38,354,0.900682
312,28,487,0.654108,27,487,0.657287,37,362,0.878117
313,31,487,0.652018,29,485,0.657859,37,351,0.902511
314,27,487,0.649942,29,487,0.6531,37,356,0.887107
315,26,483,0.653211,26,483,0.656359,37,349,0.901876
316,27,481,0.653834,27,483,0.654282,37,345,0.909355
317,28,483,0.649089,27,485,0.649558,37,350,0.893647
318,28,484,0.64572,28,481,0.652841,38,347,0.898473
319,27,482,0.64635,27,484,0.646804,37,348,0.893104
320,27,484,0.641684,28,483,0.646103,36,346,0.895415
321,27,483,0.641001,27,483,0.644091,37,347,0.890076
322,28,480,0.642979,27,483,0.64209,37,344,0.894983
323,26,481,0.639664,31,482,0.641416,39,342,0.897384
324,28,482,0.636375,27,479,0.643397,38,343,0.892029
325,29,480,0.637044,28,478,0.642744,39,346,0.88164
326,29,480,0.63509,28,482,0.635513,37,337,0.902201
327,27,478,0.63578,26,475,0.642803,37,340,0.891576
328,29,477,0.635163,27,479,0.635551,37,339,0.891456
329,29,471,0.641248,27,476,0.637568,38,336,0.896612
330,28,468,0.643376,26,472,0.640963,38,335,0.896539
331,28,470,0.638721,28,476,0.633716,38,336,0.891194
332,28,470,0.636797,27,470,0.639783,38,341,0.875595
333,28,469,0.636229,27,468,0.640558,40,336,0.885842
334,28,466,0.638382,28,470,0.635952,37,334,0.888431
335,27,465,0.637836,27,470,0.634054,39,328,0.901835
336,28,464,0.6373,29,466,0.637533,38,326,0.904617
337,30,460,0.640898,27,466,0.635641,38,333,0.883143
338,28,458,0.641774,27,463,0.637822,38,331,0.885802
339,29,465,0.63031,28,464,0.634585,38,325,0.899345
340,32,453,0.644995,28,464,0.632718,37,326,0.893975
341,28,457,0.637511,28,459,0.637659,39,328,0.885967
342,33,458,0.634268,29,455,0.641321,37,327,0.886054
343,30,462,0.626979,28,455,0.639452,41,323,0.89431
344,34,457,0.631951,29,458,0.633462,41,324,0.888984
345,30,457,0.63012,29,454,0.637129,39,325,0.883704
346,28,457,0.628299,29,457,0.631164,38,321,0.892029
347,28,452,0.633372,28,452,0.636229,38,317,0.900576
348,29,454,0.628788,26,452,0.634401,36,320,0.889648
349,29,449,0.633922,27,452,0.632583,38,316,0.898222
350,29,451,0.629327,27,449,0.634943,37,317,0.892857
351,29,448,0.631708,28,448,0.634532,38,312,0.904445
352,27,445,0.634131,28,450,0.629948,38,316,0.890567
353,27,444,0.63375,27,446,0.633734,37,315,0.890837
354,28,437,0.642013,27,443,0.636176,37,315,0.88832
355,27,438,0.638753,26,442,0.635803,38,317,0.880282
356,27,439,0.635518,28,438,0.639742,39,308,0.903212
357,27,436,0.638068,27,439,0.636513,37,314,0.883634
358,28,432,0.642137,26,432,0.644905,37,309,0.895287
359,27,430,0.643306,28,435,0.638722,37,308,0.895664
360,27,426,0.647501,27,430,0.644271,38,308,0.893176
361,28,431,0.638268,27,428,0.645455,37,306,0.896467
362,26,425,0.645428,27,431,0.639242,37,305,0.896893
363,27,428,0.63917,28,424,0.647886,37,306,0.891528
364,29,419,0.651008,29,420,0.65219,41,303,0.897795
365,36,417,0.652316,27,420,0.650403,38,304,0.892419
366,29,414,0.655214,28,420,0.648626,40,304,0.889981
367,28,414,0.653428,28,418,0.649919,37,302,0.893376
368,27,412,0.654793,27,415,0.652785,37,302,0.890948
369,27,409,0.657774,28,415,0.651016,37,299,0.89736
370,28,412,0.651254,27,408,0.660268,37,299,0.894935
371,27,408,0.655819,27,411,0.653736,38,299,0.892522
372,27,397,0.672043,27,406,0.659917,38,298,0.89308
373,27,399,0.666907,27,397,0.672895,39,297,0.893655
374,28,392,0.676911,27,399,0.667771,37,295,0.897247
375,28,399,0.66335,28,402,0.661077,36,295,0.894855
376,29,388,0.680198,31,395,0.670868,39,296,0.88949
377,29,394,0.668141,28,391,0.675854,40,293,0.896122
378,29,388,0.676599,30,391,0.674066,39,287,0.912242
379,30,397,0.659631,30,392,0.670592,40,293,0.891393
380,30,382,0.683527,27,394,0.665471,38,290,0.89815
381,28,392,0.664474,28,383,0.682564,37,290,0.895792
382,27,379,0.687087,27,386,0.675547,39,292,0.88739
383,27,378,0.687096,28,387,0.672063,38,289,0.894166
384,28,373,0.694444,27,375,0.693351,38,289,0.891838
385,31,383,0.67465,28,386,0.670283,38,290,0.886486
386,28,370,0.696418,26,381,0.678993,37,289,0.887217
387,28,375,0.685406,27,373,0.691631,43,289,0.884924
388,28,368,0.696573,27,367,0.701024,38,284,0.898021
389,28,373,0.685518,27,374,0.686252,38,283,0.898844
390,28,376,0.678334,28,373,0.686311,37,287,0.884173
391,28,368,0.691228,27,371,0.688213,38,286,0.884964
392,28,363,0.69891,27,370,0.688295,37,282,0.895095
393,28,370,0.684013,28,364,0.697757,37,285,0.883517
394,28,362,0.697272,28,366,0.692218,37,278,0.903228
395,27,365,0.689822,28,362,0.698025,40,281,0.891424
396,29,357,0.703413,27,365,0.690591,37,278,0.898666
397,29,360,0.695826,28,357,0.704146,40,274,0.909347
398,29,360,0.694078,29,365,0.687121,39,281,0.884705
399,27,359,0.694256,30,357,0.700616,39,278,0.891909
400,27,348,0.714286,28,356,0.70081,38,277,0.892857
401,27,347,0.714546,28,357,0.697122,37,273,0.903538
402,27,344,0.718949,27,347,0.715242,38,277,0.888415
403,26,343,0.719243,27,350,0.707408,37,276,0.889387
404,28,345,0.713328,28,344,0.71785,38,274,0.893591
405,29,343,0.715692,28,344,0.716078,39,272,0.897868
406,28,339,0.722303,27,343,0.716378,37,276,0.882815
407,26,338,0.722648,27,338,0.72509,37,272,0.893455
408,27,340,0.716661,27,344,0.710813,37,271,0.894518
409,27,332,0.732032,28,335,0.727946,39,270,0.8956
410,29,335,0.723746,28,333,0.730491,39,270,0.893416
411,27,334,0.724134,27,335,0.724404,39,266,0.904494
412,28,328,0.73551,27,333,0.726945,38,272,0.882613
413,30,330,0.729309,28,333,0.725185,39,268,0.893471
414,33,328,0.731957,28,332,0.725592,38,270,0.884783
415,27,329,0.727987,28,329,0.730383,38,268,0.889166
416,29,326,0.73288,28,326,0.735269,42,265,0.896958
417,31,326,0.731122,28,325,0.735742,40,261,0.908364
418,32,321,0.740664,28,324,0.736226,38,262,0.902772
419,29,323,0.734349,28,327,0.727793,39,264,0.893871
420,30,321,0.737137,27,320,0.741792,38,265,0.888415
421,28,316,0.746949,28,320,0.74003,40,263,0.892969
422,30,320,0.735922,30,320,0.738277,39,262,0.894214
423,30,316,0.743417,29,317,0.743436,38,260,0.898884
424,30,318,0.737028,31,315,0.746347,40,257,0.907112
425,30,312,0.749344,27,319,0.735342,37,257,0.904977
426,31,307,0.759682,27,312,0.749918,39,258,0.899394
427,28,311,0.748217,28,313,0.745794,38,259,0.893863
428,27,312,0.744092,27,312,0.746413,40,260,0.888383
429,29,311,0.744729,26,310,0.749432,39,257,0.896539
430,28,314,0.735943,28,313,0.740591,40,259,0.887626
431,28,308,0.748447,28,311,0.743579,38,255,0.899297
432,27,308,0.746714,27,308,0.749014,37,256,0.893751
433,28,305,0.75227,26,308,0.747285,39,258,0.884854
434,29,301,0.760445,26,305,0.752826,38,256,0.889632
435,28,303,0.753721,29,303,0.756005,40,253,0.897989
436,32,302,0.754466,29,304,0.751814,39,254,0.892443
437,29,300,0.757725,28,302,0.755013,38,252,0.897384
438,28,303,0.748559,27,302,0.753289,38,252,0.895335
439,27,295,0.766971,26,296,0.76666,38,251,0.896813
440,32,301,0.750075,27,299,0.757317,37,251,0.894775
441,27,294,0.766072,27,294,0.768324,37,251,0.892746
442,28,291,0.772165,27,294,0.766586,38,251,0.890726
443,27,294,0.762614,28,296,0.759738,38,251,0.888715
444,27,293,0.763475,27,295,0.760571,38,249,0.893751
445,27,293,0.76176,27,292,0.766583,36,247,0.898876
446,26,291,0.76524,27,295,0.757161,37,248,0.893288
447,29,289,0.768775,28,292,0.763153,38,247,0.894855
448,29,287,0.772368,26,288,0.771921,37,248,0.8893
449,29,286,0.773323,28,287,0.772859,39,246,0.894446
450,28,286,0.771605,28,286,0.773812,37,251,0.874891
451,28,285,0.772577,27,285,0.774778,38,246,0.89048
452,27,287,0.765533,27,285,0.773064,37,243,0.899345
453,27,287,0.763843,26,289,0.760785,38,245,0.890123
454,28,285,0.767471,26,286,0.766994,37,242,0.899038
455,27,282,0.773874,27,281,0.778791,39,243,0.893416
456,27,283,0.769468,27,286,0.76363,39,247,0.877193
457,29,281,0.77321,28,281,0.775383,38,245,0.882332
458,28,280,0.774257,28,278,0.781956,39,240,0.898521
459,27,282,0.76713,27,283,0.766602,38,243,0.88563
460,27,281,0.768167,26,282,0.767621,37,241,0.890948
461,27,279,0.771956,27,280,0.771373,37,237,0.903832
462,28,280,0.767554,27,279,0.772435,38,242,0.88347
463,28,278,0.771367,27,279,0.770766,38,245,0.870898
464,28,279,0.766965,29,279,0.769105,38,238,0.894262
465,28,277,0.770802,27,278,0.770184,38,238,0.892339
466,27,278,0.766401,27,277,0.771278,37,237,0.894134
467,27,278,0.76476,27,275,0.775168,39,233,0.907342
468,26,274,0.774186,26,274,0.776307,36,236,0.894039
469,28,276,0.766977,28,276,0.769094,38,235,0.895881
