order,B_time,B_split,B_util,BPlus_time,BPlus_split,BPlus_util,BStar_time,BStar_split,BStar_util
2632,31,63,0.584522,31,63,0.58489,47,40,0.88358
2633,33,63,0.5843,32,63,0.584668,50,40,0.883244
2634,33,63,0.584078,32,63,0.584446,49,40,0.882909
2635,32,63,0.583856,33,63,0.584224,46,40,0.882574
2636,33,63,0.583635,32,63,0.584003,49,41,0.862188
2637,33,63,0.583414,34,63,0.583781,50,41,0.861861
2638,32,63,0.583192,32,63,0.58356,49,40,0.88157
2639,34,63,0.582971,32,63,0.583339,49,41,0.861208
2640,32,63,0.582751,32,63,0.583118,50,40,0.880902
2641,32,63,0.58253,32,63,0.582897,49,39,0.901534
2642,33,63,0.582309,31,63,0.582676,47,40,0.880235
2643,34,63,0.582089,32,63,0.582456,52,40,0.879902
2644,33,63,0.581869,33,63,0.582236,48,39,0.900511
2645,34,63,0.581649,33,63,0.582015,49,40,0.879237
2646,33,63,0.581429,33,63,0.581795,50,40,0.878905
2647,33,63,0.581209,32,63,0.581576,50,40,0.878572
2648,32,63,0.58099,32,63,0.581356,48,41,0.858281
2649,32,63,0.580771,33,63,0.581137,48,40,0.877909
2650,37,63,0.580552,32,63,0.580917,48,40,0.877578
2651,33,63,0.580333,32,63,0.580698,48,40,0.877247
2652,35,63,0.580114,35,63,0.580479,47,40,0.876916
2653,32,63,0.579895,33,63,0.58026,46,41,0.856663
2654,33,63,0.579677,31,63,0.580042,48,40,0.876255
2655,32,63,0.579458,32,63,0.579823,48,40,0.875925
2656,32,63,0.57924,32,63,0.579605,47,40,0.875595
2657,33,63,0.579022,32,63,0.579387,49,39,0.896106
2658,32,63,0.578804,33,63,0.579169,48,40,0.874937
2659,33,63,0.578587,32,63,0.578951,49,40,0.874608
2660,31,63,0.578369,32,63,0.578733,47,38,0.916926
2661,34,63,0.578152,34,63,0.578516,50,40,0.87395
2662,35,63,0.577934,35,63,0.578299,51,41,0.853767
2663,33,63,0.577717,33,63,0.578081,48,41,0.853446
2664,32,63,0.577501,31,63,0.577864,49,39,0.893751
2665,33,63,0.577284,33,63,0.577648,47,41,0.852806
2666,33,63,0.577067,32,63,0.577431,46,40,0.872311
2667,32,63,0.576851,33,63,0.577214,49,39,0.892746
2668,31,63,0.576635,33,63,0.576998,49,41,0.851847
2669,35,63,0.576419,33,63,0.576782,48,40,0.871331
2670,34,63,0.576203,33,63,0.576566,47,39,0.891742
2671,34,63,0.575987,33,63,0.57635,50,39,0.891409
2672,33,63,0.575772,33,63,0.576134,49,40,0.870352
2673,34,63,0.575556,32,63,0.575919,47,40,0.870027
2674,33,63,0.575341,33,63,0.575703,49,41,0.849935
2675,34,63,0.575126,33,63,0.575488,48,40,0.869376
2676,34,63,0.574911,33,63,0.575273,49,39,0.889743
2677,32,63,0.574696,33,63,0.575058,48,39,0.889411
2678,32,63,0.574482,31,63,0.574843,46,41,0.848666
2679,32,63,0.574267,32,63,0.574629,51,40,0.868078
2680,33,63,0.574053,31,63,0.574414,47,39,0.888415
2681,34,63,0.573839,32,63,0.5742,51,40,0.867431
2682,34,63,0.573625,32,63,0.573986,52,40,0.867107
2683,35,63,0.573411,32,63,0.573772,49,40,0.866784
2684,32,63,0.573197,33,63,0.573558,50,39,0.887091
2685,32,63,0.572984,32,63,0.573345,48,41,0.846453
2686,33,63,0.57277,37,63,0.573131,49,39,0.886431
2687,32,63,0.572557,33,63,0.572918,49,39,0.886101
2688,33,63,0.572344,32,63,0.572705,50,38,0.907375
2689,40,63,0.572131,34,63,0.572492,49,40,0.86485
2690,34,63,0.571919,32,63,0.572279,49,40,0.864528
2691,32,63,0.571706,31,63,0.572066,47,39,0.884783
2692,35,63,0.571494,33,63,0.571854,50,40,0.863886
2693,34,63,0.571282,33,63,0.571642,49,39,0.884126
2694,34,63,0.57107,32,63,0.571429,53,39,0.883798
2695,35,63,0.570858,34,63,0.571217,48,38,0.905018
2696,33,63,0.570646,31,63,0.571005,47,39,0.883143
2697,33,63,0.570434,32,63,0.570794,48,38,0.904347
2698,33,63,0.570223,32,63,0.570582,49,39,0.882488
2699,33,63,0.570012,32,63,0.570371,49,39,0.882161
2700,33,63,0.569801,34,63,0.57016,48,38,0.903342
2701,32,63,0.56959,31,63,0.569948,46,39,0.881508
2702,33,63,0.569379,32,63,0.569738,50,38,0.902674
2703,33,63,0.569168,34,63,0.569527,48,38,0.90234
2704,34,63,0.568958,33,63,0.569316,49,39,0.88053
2705,33,63,0.568747,33,63,0.569106,49,39,0.880204
2706,34,63,0.568537,34,63,0.568895,48,39,0.879879
2707,35,63,0.568327,33,63,0.568685,51,39,0.879554
2708,35,63,0.568117,32,63,0.568475,54,40,0.858782
2709,35,63,0.567908,33,63,0.568265,48,38,0.900341
2710,34,63,0.567698,32,63,0.568056,50,38,0.900009
2711,32,63,0.567489,33,63,0.567846,50,40,0.857832
2712,32,63,0.567279,34,63,0.567637,46,39,0.877932
2713,33,63,0.56707,32,63,0.567427,50,39,0.877609
2714,34,63,0.566861,33,63,0.567218,48,40,0.856883
2715,33,63,0.566653,33,63,0.567009,50,40,0.856568
2716,32,63,0.566444,31,63,0.566801,46,38,0.898021
2717,32,63,0.566235,31,63,0.566592,47,38,0.89769
2718,32,63,0.566027,33,63,0.566384,49,39,0.875994
2719,36,63,0.565819,34,63,0.566175,49,38,0.89703
2720,33,63,0.565611,38,63,0.565967,50,37,0.919118
2721,33,63,0.565403,34,63,0.565759,49,39,0.875028
2722,34,63,0.565195,32,63,0.565551,49,39,0.874707
2723,33,63,0.564988,32,63,0.565344,48,38,0.895712
2724,37,63,0.56478,33,63,0.565136,50,39,0.874065
2725,32,63,0.564573,32,63,0.564929,51,39,0.873744
2726,33,63,0.564366,33,63,0.564721,51,39,0.873423
2727,33,63,0.564159,32,63,0.564514,50,39,0.873103
2728,34,63,0.563952,33,63,0.564307,49,40,0.852486
2729,35,63,0.563746,32,63,0.564101,51,38,0.893743
2730,34,63,0.563539,32,63,0.563894,48,39,0.872144
2731,33,63,0.563333,33,63,0.563688,49,39,0.871824
2732,35,63,0.563126,32,63,0.563481,50,39,0.871505
2733,33,63,0.56292,33,63,0.563275,49,38,0.892435
2734,33,63,0.562715,34,63,0.563069,48,38,0.892108
2735,34,63,0.562509,33,63,0.562863,50,38,0.891782
2736,33,63,0.562303,32,63,0.562657,47,40,0.849993
2737,35,63,0.562098,34,63,0.562452,48,38,0.891131
2738,37,63,0.561892,34,63,0.562246,51,38,0.890805
2739,33,63,0.561687,33,63,0.562041,49,38,0.89048
2740,34,63,0.561482,34,63,0.561836,50,39,0.868961
2741,33,63,0.561277,32,63,0.561631,49,40,0.848443
2742,33,63,0.561073,32,63,0.561426,47,39,0.868327
2743,33,63,0.560868,31,63,0.561222,52,38,0.889181
2744,33,63,0.560664,33,63,0.561017,49,38,0.888857
2745,34,63,0.56046,35,63,0.560813,48,38,0.888533
2746,34,63,0.560255,32,63,0.560608,51,38,0.88821
2747,34,63,0.560052,33,63,0.560404,47,38,0.887887
2748,33,63,0.559848,31,63,0.5602,49,39,0.866431
2749,33,63,0.559644,33,63,0.559997,48,37,0.909422
2750,33,63,0.559441,33,63,0.559793,48,38,0.886918
2751,33,63,0.559237,33,63,0.55959,49,38,0.886596
2752,33,63,0.559034,33,63,0.559386,48,37,0.90843
2753,33,63,0.558831,32,63,0.559183,47,37,0.9081
2754,34,63,0.558628,32,63,0.55898,47,38,0.88563
2755,33,63,0.558425,32,63,0.558777,50,39,0.86423
2756,32,63,0.558223,32,63,0.558574,49,39,0.863916
2757,33,63,0.55802,33,63,0.558372,49,37,0.906783
2758,33,63,0.557818,32,63,0.558169,47,38,0.884345
2759,32,63,0.557616,31,63,0.557967,49,38,0.884025
2760,31,63,0.557414,32,63,0.557765,50,39,0.862664
2761,32,63,0.557212,34,63,0.557563,52,38,0.883384
2762,34,63,0.55701,32,63,0.557361,51,39,0.862039
2763,34,63,0.556808,32,63,0.557159,48,39,0.861727
2764,34,63,0.556607,34,63,0.556958,50,38,0.882426
2765,32,63,0.556406,34,63,0.556756,51,38,0.882106
2766,36,63,0.556204,34,63,0.556555,50,38,0.881788
2767,33,63,0.556003,35,63,0.556354,50,39,0.860482
2768,33,63,0.555803,32,63,0.556153,52,38,0.88115
2769,34,63,0.555602,33,63,0.555952,48,38,0.880832
2770,34,63,0.555401,32,63,0.555751,50,39,0.85955
2771,33,63,0.555201,34,63,0.555551,48,38,0.880196
2772,31,63,0.555001,32,63,0.55535,52,38,0.879879
2773,33,63,0.5548,33,63,0.55515,50,39,0.85862
2774,33,63,0.5546,33,63,0.55495,49,39,0.85831
2775,33,63,0.554401,31,63,0.55475,49,37,0.900901
2776,36,63,0.554201,33,63,0.55455,49,39,0.857692
2777,32,63,0.554001,33,63,0.55435,46,39,0.857383
2778,34,63,0.553802,32,63,0.554151,51,38,0.877979
2779,33,63,0.553603,33,63,0.553951,48,38,0.877663
2780,34,63,0.553403,35,63,0.553752,51,38,0.877347
2781,35,63,0.553204,34,63,0.553553,50,38,0.877031
2782,35,63,0.553006,33,63,0.553354,50,38,0.876716
2783,34,63,0.552807,32,63,0.553155,49,38,0.876401
2784,34,63,0.552608,33,63,0.552956,49,38,0.876086
2785,33,63,0.55241,33,63,0.552758,48,38,0.875772
2786,33,63,0.552212,33,63,0.55256,48,37,0.897344
2787,32,63,0.552013,32,63,0.552361,49,38,0.875143
2788,33,63,0.551815,33,63,0.552163,49,38,0.874829
2789,32,63,0.551618,32,63,0.551965,48,38,0.874516
2790,32,63,0.55142,33,63,0.551767,47,39,0.853388
2791,34,63,0.551222,35,63,0.55157,51,36,0.918704
2792,34,63,0.551025,34,63,0.551372,48,37,0.895415
2793,33,63,0.550828,33,63,0.551175,50,38,0.873263
2794,33,63,0.55063,32,63,0.550977,47,37,0.894775
2795,33,63,0.550433,32,63,0.55078,46,37,0.894454
2796,33,63,0.550237,34,63,0.550583,51,38,0.872326
2797,33,63,0.55004,32,63,0.550386,49,38,0.872014
2798,34,63,0.549843,33,63,0.55019,51,38,0.871703
2799,36,63,0.549647,33,63,0.549993,48,38,0.871391
2800,33,63,0.549451,32,63,0.549797,48,39,0.85034
2801,32,63,0.549254,32,63,0.5496,49,37,0.892538
2802,33,63,0.549058,33,63,0.549404,49,37,0.89222
2803,33,63,0.548862,33,63,0.549208,49,37,0.891902
2804,34,63,0.548667,32,63,0.549012,51,38,0.869838
2805,35,63,0.548471,32,63,0.548817,49,39,0.848824
2806,33,63,0.548276,33,63,0.548621,50,37,0.890948
2807,33,63,0.54808,33,63,0.548426,49,37,0.890631
2808,34,63,0.547885,34,63,0.54823,49,37,0.890313
2809,34,63,0.54769,34,63,0.548035,47,38,0.868289
2810,32,63,0.547495,32,63,0.54784,47,38,0.86798
2811,33,63,0.5473,31,63,0.547645,47,37,0.889363
2812,32,63,0.547106,32,63,0.54745,48,37,0.889047
2813,34,63,0.546911,33,63,0.547256,50,38,0.867055
2814,34,63,0.546717,33,63,0.547061,48,39,0.84611
2815,32,63,0.546523,32,63,0.546867,48,40,0.826139
2816,32,63,0.546329,31,63,0.546673,47,38,0.866131
2817,34,63,0.546135,33,63,0.546479,49,36,0.910225
2818,33,63,0.545941,32,63,0.546285,48,38,0.865516
2819,34,63,0.545747,32,63,0.546091,50,37,0.886839
2820,34,63,0.545554,32,63,0.545897,48,37,0.886525
2821,33,63,0.54536,33,63,0.545704,48,38,0.864596
2822,33,63,0.545167,34,63,0.545511,47,37,0.885897
2823,33,63,0.544974,32,63,0.545317,48,36,0.90829
2824,34,63,0.544781,33,63,0.545124,48,37,0.885269
2825,34,63,0.544588,34,63,0.544931,49,37,0.884956
2826,33,63,0.544395,32,63,0.544738,48,37,0.884643
2827,32,63,0.544203,32,63,0.544546,48,37,0.88433
2828,33,63,0.54401,33,63,0.544353,48,38,0.862456
2829,33,63,0.543818,32,63,0.544161,49,38,0.862151
2830,34,63,0.543626,35,63,0.543968,49,38,0.861846
2831,34,63,0.543434,33,63,0.543776,50,37,0.88308
2832,35,63,0.543242,32,63,0.543584,47,39,0.840732
2833,36,63,0.54305,34,63,0.543392,49,37,0.882457
2834,34,63,0.542859,34,63,0.543201,50,38,0.86063
2835,35,63,0.542667,35,63,0.543009,50,37,0.881834
2836,38,63,0.542476,34,63,0.542818,50,37,0.881523
2837,35,63,0.542285,33,63,0.542626,49,39,0.83925
2838,33,63,0.542094,32,63,0.542435,47,37,0.880902
2839,34,63,0.541903,33,63,0.542244,49,37,0.880592
2840,33,63,0.541712,33,63,0.542053,48,38,0.858811
2841,34,63,0.541521,32,63,0.541862,49,38,0.858509
2842,33,63,0.541331,33,63,0.541672,51,37,0.879662
2843,35,63,0.54114,32,63,0.541481,51,38,0.857905
2844,33,63,0.54095,32,63,0.541291,47,38,0.857604
2845,34,63,0.54076,32,63,0.5411,50,37,0.878735
2846,32,63,0.54057,32,63,0.54091,48,37,0.878426
2847,33,63,0.54038,32,63,0.54072,49,37,0.878117
2848,33,63,0.54019,33,63,0.54053,49,36,0.900317
2849,34,63,0.540001,32,63,0.540341,50,38,0.856098
2850,34,63,0.539811,32,63,0.540151,49,37,0.877193
2851,35,63,0.539622,34,63,0.539962,50,37,0.876885
2852,32,63,0.539433,32,63,0.539772,50,36,0.899054
2853,33,63,0.539243,33,63,0.539583,50,36,0.898739
2854,35,63,0.539054,34,63,0.539394,48,37,0.875964
2855,34,63,0.538866,33,63,0.539205,51,37,0.875657
2856,33,63,0.538677,32,63,0.539016,52,37,0.87535
2857,34,63,0.538488,34,63,0.538828,50,36,0.897481
2858,34,63,0.5383,34,63,0.538639,50,36,0.897167
2859,35,63,0.538112,33,63,0.538451,50,37,0.874432
2860,34,63,0.537924,33,63,0.538263,50,35,0.920132
2861,32,63,0.537736,32,63,0.538074,47,35,0.919811
2862,32,63,0.537548,32,63,0.537886,47,36,0.895913
2863,33,63,0.53736,32,63,0.537698,48,37,0.87321
2864,33,62,0.545566,33,63,0.537511,48,35,0.918847
2865,34,63,0.536985,33,62,0.545713,49,37,0.8726
2866,33,63,0.536797,31,63,0.537136,50,38,0.85102
2867,34,63,0.53661,33,63,0.536948,48,36,0.89435
2868,32,62,0.544805,32,62,0.545143,47,36,0.894039
2869,35,62,0.544615,32,63,0.536574,49,37,0.871384
2870,34,62,0.544425,34,62,0.544763,50,37,0.87108
2871,34,63,0.535863,32,63,0.5362,50,36,0.893104
2872,33,63,0.535676,31,63,0.536013,49,36,0.892793
2873,35,63,0.53549,32,63,0.535827,47,37,0.870171
2874,35,62,0.543667,33,62,0.544004,52,36,0.892172
2875,33,62,0.543478,35,62,0.543815,49,36,0.891862
2876,34,62,0.543289,33,62,0.543626,49,36,0.891552
2877,34,62,0.5431,32,62,0.543437,48,35,0.914695
2878,33,62,0.542912,32,62,0.543248,46,37,0.868659
2879,33,63,0.534374,32,63,0.53471,49,36,0.890623
2880,35,63,0.534188,32,63,0.534525,49,38,0.846883
2881,39,63,0.534003,34,63,0.534339,50,35,0.913426
2882,33,63,0.533817,32,63,0.534154,49,36,0.889696
2883,33,63,0.533632,33,63,0.533968,49,36,0.889387
2884,34,63,0.533447,33,63,0.533783,48,36,0.889079
2885,35,63,0.533262,35,63,0.533598,50,36,0.88877
2886,34,63,0.533077,34,63,0.533413,50,37,0.866251
2887,34,63,0.532893,32,63,0.533229,49,36,0.888155
2888,33,63,0.532708,33,63,0.533044,49,35,0.911212
2889,33,63,0.532524,33,63,0.532859,50,37,0.865351
2890,34,63,0.53234,32,63,0.532675,49,38,0.843953
2891,34,63,0.532155,32,63,0.532491,49,36,0.886926
2892,33,63,0.531971,34,63,0.532307,50,36,0.886619
2893,36,63,0.531788,34,63,0.532123,48,35,0.909637
2894,35,63,0.531604,33,63,0.531939,48,38,0.842787
2895,32,62,0.539724,32,63,0.531755,49,38,0.842495
2896,33,63,0.531237,32,62,0.539872,48,36,0.885395
2897,32,63,0.531053,33,62,0.539685,52,37,0.862962
2898,33,63,0.53087,34,63,0.531205,49,36,0.884783
2899,33,62,0.538979,34,62,0.539313,49,36,0.884478
2900,34,63,0.530504,33,62,0.539127,49,37,0.862069
2901,33,63,0.530321,32,62,0.538941,50,36,0.883869
2902,33,63,0.530138,34,63,0.530472,45,35,0.906816
2903,34,62,0.538236,33,62,0.53857,50,35,0.906503
2904,35,62,0.538051,33,62,0.538385,50,38,0.839884
2905,35,62,0.537866,33,62,0.538199,50,35,0.905879
2906,34,62,0.537681,33,62,0.538014,47,37,0.860289
2907,33,62,0.537496,33,62,0.537829,49,36,0.882044
2908,33,62,0.537311,33,62,0.537644,48,36,0.881741
2909,34,62,0.537126,34,62,0.537459,50,36,0.881438
2910,35,62,0.536942,33,62,0.537274,51,36,0.881135
2911,34,62,0.536757,32,62,0.53709,49,37,0.858811
2912,33,62,0.536573,32,62,0.536905,49,36,0.88053
2913,33,62,0.536389,33,62,0.536721,50,35,0.903391
2914,33,62,0.536205,34,62,0.536537,52,37,0.857927
2915,33,62,0.536021,34,62,0.536353,50,36,0.879624
2916,33,62,0.535837,33,62,0.536169,49,36,0.879322
2917,34,62,0.535653,31,62,0.535985,48,35,0.902153
2918,32,62,0.535469,32,62,0.535801,51,37,0.856751
2919,33,62,0.535286,33,62,0.535618,50,35,0.901534
2920,34,62,0.535103,32,62,0.535435,49,36,0.878117
2921,32,62,0.53492,32,62,0.535251,50,37,0.855871
2922,34,62,0.534736,33,62,0.535068,51,37,0.855578
2923,35,62,0.534554,32,62,0.534885,47,36,0.877216
2924,33,62,0.534371,32,62,0.534702,48,36,0.876916
2925,34,62,0.534188,32,62,0.534519,48,36,0.876616
2926,34,62,0.534005,33,62,0.534337,50,36,0.876317
2927,34,62,0.533823,34,62,0.534154,49,36,0.876017
2928,35,62,0.533641,33,62,0.533972,49,36,0.875718
2929,33,62,0.533459,33,62,0.533789,50,37,0.853534
2930,34,62,0.533276,32,62,0.533607,46,35,0.89815
2931,33,62,0.533095,33,62,0.533425,50,35,0.897843
2932,33,62,0.532913,33,62,0.533243,52,35,0.897537
2933,35,62,0.532731,34,62,0.533061,53,36,0.874225
2934,34,62,0.532549,33,62,0.53288,50,37,0.852079
2935,33,62,0.532368,33,62,0.532698,50,36,0.873629
2936,33,62,0.532187,35,62,0.532517,49,36,0.873332
2937,35,62,0.532005,33,62,0.532335,52,35,0.896009
2938,35,62,0.531824,33,62,0.532154,48,35,0.895704
2939,34,62,0.531643,32,62,0.531973,50,36,0.87244
2940,33,62,0.531463,31,62,0.531792,48,36,0.872144
2941,34,62,0.531282,31,62,0.531611,48,34,0.918974
2942,33,62,0.531101,33,62,0.531431,49,35,0.894486
2943,34,62,0.530921,34,62,0.53125,51,35,0.894182
2944,35,62,0.53074,33,62,0.53107,51,36,0.870959
2945,33,62,0.53056,32,62,0.530889,49,35,0.893575
2946,33,62,0.53038,32,62,0.530709,49,35,0.893272
2947,33,62,0.5302,33,62,0.530529,49,36,0.870072
2948,33,62,0.53002,35,62,0.530349,48,35,0.892666
2949,33,62,0.529841,33,62,0.530169,49,36,0.869482
2950,34,62,0.529661,34,62,0.529989,49,36,0.869187
2951,34,62,0.529482,34,62,0.52981,48,36,0.868893
2952,35,62,0.529302,34,62,0.52963,48,36,0.868598
2953,32,62,0.529123,31,62,0.529451,50,36,0.868304
2954,33,62,0.528944,31,62,0.529272,48,36,0.86801
2955,33,62,0.528765,32,62,0.529093,49,37,0.846024
2956,34,62,0.528586,34,62,0.528914,50,33,0.939708
2957,33,62,0.528407,34,62,0.528735,48,36,0.86713
2958,34,62,0.528229,32,62,0.528556,48,36,0.866837
2959,34,62,0.52805,32,62,0.528377,49,35,0.889347
2960,33,62,0.527872,32,62,0.528199,49,35,0.889047
2961,33,62,0.527693,33,62,0.528021,48,36,0.865958
2962,33,62,0.527515,33,62,0.527842,49,35,0.888447
2963,35,62,0.527337,33,62,0.527664,50,36,0.865374
2964,33,62,0.527159,33,62,0.527486,49,37,0.843455
2965,34,62,0.526981,36,62,0.527308,49,34,0.911535
2966,33,62,0.526804,33,62,0.52713,51,34,0.911228
2967,35,62,0.526626,33,62,0.526953,51,34,0.910921
2968,35,62,0.526449,34,62,0.526775,51,36,0.863916
2969,34,62,0.526271,34,62,0.526598,52,36,0.863625
2970,33,62,0.526094,33,62,0.52642,49,35,0.886054
2971,33,62,0.525917,32,62,0.526243,49,35,0.885755
2972,33,62,0.52574,32,62,0.526066,49,35,0.885457
2973,34,62,0.525563,32,62,0.525889,52,35,0.885159
2974,34,62,0.525387,34,62,0.525712,50,35,0.884862
2975,34,62,0.52521,33,62,0.525536,49,37,0.840336
2976,33,62,0.525034,33,62,0.525359,49,35,0.884267
2977,33,61,0.533188,32,62,0.525183,49,35,0.88397
2978,33,61,0.533009,34,62,0.525006,50,35,0.883673
2979,34,61,0.53283,33,61,0.533155,50,36,0.860726
2980,34,61,0.532652,32,61,0.532976,50,36,0.860437
2981,34,60,0.541061,34,60,0.541386,48,35,0.882784
2982,32,60,0.54088,33,60,0.541204,47,35,0.882488
2983,34,60,0.540698,32,60,0.541023,48,37,0.838082
2984,33,61,0.531938,34,61,0.532262,49,34,0.905731
2985,35,60,0.540336,34,60,0.54066,49,36,0.858996
2986,34,60,0.540155,32,60,0.540479,49,35,0.881306
2987,33,60,0.539974,34,60,0.540298,47,35,0.881011
2988,34,60,0.539794,32,60,0.540117,48,36,0.858133
2989,32,60,0.539613,33,60,0.539937,50,35,0.880421
2990,33,60,0.539433,34,60,0.539756,49,36,0.857559
2991,33,60,0.539252,33,60,0.539576,48,35,0.879832
2992,32,60,0.539072,34,60,0.539395,49,35,0.879538
2993,34,60,0.538892,34,60,0.539215,52,35,0.879245
2994,33,60,0.538712,35,60,0.539035,50,35,0.878951
2995,35,60,0.538532,35,60,0.538855,50,35,0.878657
2996,35,60,0.538352,32,60,0.538675,50,34,0.902104
2997,34,60,0.538173,35,60,0.538495,50,36,0.855556
2998,34,60,0.537993,35,60,0.538316,50,36,0.855271
2999,34,60,0.537814,33,60,0.538136,50,35,0.877485
3000,35,60,0.537634,34,60,0.537957,52,35,0.877193
3001,36,60,0.537455,33,60,0.537778,51,35,0.876901
3002,33,60,0.537276,34,60,0.537599,50,35,0.876609
3003,32,60,0.537097,34,60,0.53742,46,36,0.853847
3004,33,60,0.536919,33,60,0.537241,50,35,0.876025
3005,33,60,0.53674,33,60,0.537062,49,35,0.875733
3006,34,60,0.536561,35,60,0.536883,48,35,0.875442
3007,34,60,0.536383,35,60,0.536705,48,36,0.852711
3008,34,60,0.536205,33,60,0.536526,48,33,0.923463
3009,34,60,0.536026,32,60,0.536348,49,36,0.852144
3010,34,60,0.535848,33,60,0.53617,51,36,0.851861
3011,34,59,0.544452,34,60,0.535992,52,36,0.851578
3012,34,59,0.544271,33,59,0.544592,47,34,0.897312
3013,34,59,0.54409,32,59,0.544411,50,34,0.897014
3014,34,59,0.54391,34,59,0.544231,48,34,0.896716
3015,33,59,0.543729,34,59,0.54405,52,35,0.872829
3016,34,59,0.543549,34,59,0.54387,49,35,0.872539
3017,33,59,0.543369,35,59,0.54369,49,34,0.895825
3018,34,59,0.543189,33,59,0.543509,52,35,0.871961
3019,37,59,0.543009,32,59,0.543329,50,35,0.871672
3020,34,58,0.551876,32,59,0.543149,47,35,0.871384
3021,33,59,0.54265,33,59,0.54297,49,34,0.894638
3022,34,58,0.551511,33,58,0.551831,49,34,0.894342
3023,34,59,0.542291,32,59,0.54261,51,35,0.870519
3024,37,59,0.542111,34,59,0.542431,48,34,0.893751
3025,33,59,0.541932,33,59,0.542252,49,35,0.869943
3026,35,58,0.550782,32,59,0.542073,47,34,0.89316
3027,33,59,0.541574,33,59,0.541893,54,34,0.892865
3028,34,58,0.550418,33,59,0.541714,50,34,0.89257
3029,33,57,0.559563,33,58,0.550556,50,34,0.892276
3030,34,57,0.559378,34,57,0.559697,49,33,0.916758
3031,40,57,0.559193,34,58,0.550192,50,35,0.868221
3032,34,57,0.559009,39,57,0.559328,60,34,0.891393
3033,35,57,0.558825,34,58,0.54983,51,34,0.891099
3034,35,57,0.55864,34,58,0.549648,52,34,0.890805
3035,34,58,0.549149,33,58,0.549467,50,35,0.867077
3036,34,57,0.558272,34,58,0.549286,49,35,0.866791
3037,34,57,0.558089,34,58,0.549105,50,35,0.866506
3038,34,58,0.548607,35,58,0.548925,50,33,0.914344
3039,35,57,0.557721,34,57,0.558039,53,35,0.865936
3040,35,57,0.557538,36,57,0.557856,50,34,0.889047
3041,33,58,0.548065,33,58,0.548383,50,35,0.865366
3042,33,57,0.557171,34,57,0.557489,50,34,0.888462
3043,35,56,0.566591,33,58,0.548023,51,34,0.88817
3044,34,57,0.556805,33,56,0.566723,51,35,0.864513
3045,35,56,0.566219,33,57,0.55694,49,35,0.86423
3046,33,58,0.547166,32,57,0.556757,47,34,0.887296
3047,33,57,0.556257,33,56,0.566165,51,36,0.841517
3048,34,56,0.565662,32,56,0.565979,51,36,0.841241
3049,35,57,0.555892,33,57,0.556209,50,36,0.840965
3050,34,56,0.565291,33,56,0.565608,51,35,0.862813
3051,33,56,0.565106,33,56,0.565422,51,36,0.840414
3052,33,56,0.564921,33,56,0.565237,51,34,0.885551
3053,33,57,0.555164,33,57,0.55548,49,35,0.861965
3054,34,56,0.564551,35,56,0.564867,53,35,0.861683
3055,34,57,0.5548,34,57,0.555117,51,33,0.909256
3056,35,56,0.564181,34,56,0.564497,52,33,0.908959
3057,33,56,0.563997,33,56,0.564313,52,34,0.884103
3058,33,56,0.563812,34,56,0.564128,52,35,0.860556
3059,33,55,0.573516,32,55,0.573832,51,34,0.883525
3060,34,55,0.573329,33,55,0.573644,51,34,0.883236
3061,34,55,0.573141,34,55,0.573457,54,34,0.882948
3062,34,55,0.572954,33,55,0.573269,50,35,0.859431
3063,36,55,0.572767,32,55,0.573082,50,35,0.859151
3064,34,55,0.57258,34,55,0.572895,51,35,0.85887
3065,37,55,0.572393,33,55,0.572708,48,34,0.881795
3066,34,54,0.582425,34,55,0.572521,52,35,0.85831
3067,35,54,0.582235,35,55,0.572335,48,34,0.88122
3068,38,53,0.592628,35,54,0.582359,53,34,0.880933
3069,36,54,0.581855,34,55,0.571962,52,34,0.880646
3070,34,53,0.592242,34,54,0.58198,51,35,0.857192
3071,37,54,0.581476,35,54,0.58179,51,34,0.880073
3072,37,54,0.581287,38,54,0.581601,50,33,0.904225
3073,37,54,0.581098,33,54,0.581412,50,34,0.8795
3074,34,54,0.580909,33,54,0.581223,49,35,0.856076
3075,34,54,0.58072,38,53,0.591592,58,34,0.878928
3076,35,54,0.580531,35,54,0.580845,54,33,0.903049
3077,34,52,0.601837,34,53,0.591207,52,33,0.902755
3078,35,53,0.590702,35,52,0.601954,49,34,0.878071
3079,35,53,0.59051,35,53,0.590823,55,34,0.877786
3080,39,53,0.590319,39,53,0.590632,58,34,0.877501
3081,41,53,0.590127,35,52,0.601368,52,34,0.877216
3082,36,52,0.60086,35,53,0.590248,52,35,0.853854
3083,36,51,0.611999,35,52,0.600978,51,35,0.853577
3084,37,52,0.600471,33,51,0.612112,54,33,0.900706
3085,36,51,0.611602,36,51,0.611914,52,34,0.876079
3086,34,52,0.600082,33,50,0.623473,51,33,0.900122
3087,36,51,0.611206,33,51,0.611518,50,33,0.899831
3088,34,50,0.622758,33,50,0.623069,50,33,0.899539
3089,33,51,0.61081,34,51,0.611122,50,33,0.899248
3090,37,52,0.599305,35,51,0.610924,54,33,0.898957
3091,35,50,0.622154,34,50,0.622465,52,34,0.874378
3092,34,50,0.621952,34,50,0.622263,53,35,0.851093
3093,37,50,0.621751,34,50,0.622062,49,34,0.873813
3094,35,50,0.62155,33,50,0.621861,48,34,0.87353
3095,35,50,0.62135,33,50,0.62166,49,34,0.873248
